标题,iF,分区
Therapeutic Advances in Drug Safety,3.463,Q2
Human Cell,3.463,Q3
Genome Biology and Evolution,3.462,Q2 Q2Q2
NDT & E INTERNATIONAL,3.461,Q1
JOURNAL OF SMALL BUSINESS MANAGEMENT,3.461,Q2
INTERNATIONAL JOURNAL OF REFRIGERATION-REVUE INTERNATIONALE DU FROID,3.461,Q1 Q1Q1
COMPUTATIONAL MECHANICS,3.459,Q1 Q1Q1
Journal of Building Performance Simulation,3.458,Q1
Cluster Computing-The Journal of Networks Software Tools and Applications,3.458,Q1 Q2Q1
Therapeutic Advances in Hematology,3.456,Q2
JOURNAL OF PETROLOGY,3.451,Q1
CELLULAR & MOLECULAR BIOLOGY LETTERS,3.451,Q2 Q2Q3
JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,3.449,Q1 Q2Q1Q2
Environmental Science-Water Research & Technology,3.449,Q1 Q2Q2Q1
ENZYME AND MICROBIAL TECHNOLOGY,3.448,Q2
Integrating Materials and Manufacturing Innovation,3.447,Q2 Q2Q2
BUSINESS HORIZONS,3.444,Q2
EXPERIMENTAL THERMAL AND FLUID SCIENCE,3.444,Q1 Q1Q1Q1
GM Crops & Food-Biotechnology in Agriculture and the Food Chain,3.444,Q1 Q2Q1
GENES CHROMOSOMES & CANCER,3.444,Q2 Q2Q2
DRUG SAFETY,3.442,Q1 Q2Q1Q2
CHROMOSOMA,3.442,Q2 Q2Q2
JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,3.442,Q2 Q2Q2
EVOLUTIONARY ANTHROPOLOGY,3.441,Q1
Reaction Chemistry & Engineering,3.441,Q2 Q2Q2
Integrated Environmental Assessment and Management,3.44,Q2 Q2Q2
OXFORD REVIEW OF ECONOMIC POLICY,3.438,Q1
American Economic Journal-Macroeconomics,3.438,Q1
JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,3.437,Q2
HEREDITY,3.436,Q1 Q1Q2Q2
Cancer Biomarkers,3.436,Q2
MONTHLY WEATHER REVIEW,3.435,Q2
COMPUTERS IN BIOLOGY AND MEDICINE,3.434,Q1 Q1Q2Q2Q1
OCEANOGRAPHY,3.431,Q1
CELLULAR MICROBIOLOGY,3.43,Q2 Q3Q2
PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.43,Q1 Q2Q1
Pediatric Obesity,3.429,Q1
JOURNAL OF SOUND AND VIBRATION,3.429,Q1 Q1Q1Q1
Journal of Biological Engineering,3.429,Q2 Q2Q2
Sustainable Energy Technologies and Assessments,3.427,Q2 Q2Q3
ENGINEERING FRACTURE MECHANICS,3.426,Q1
Polymers,3.426,Q1
Journal of Optical Communications and Networking,3.425,Q1 Q1Q2Q1Q2
COMPUTERS & OPERATIONS RESEARCH,3.424,Q2 Q2Q2Q2
JOURNAL OF QUANTITATIVE CRIMINOLOGY,3.423,Q1
CALCIFIED TISSUE INTERNATIONAL,3.423,Q2
BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,3.422,Q2 Q2Q2
SCIENCE AND TECHNOLOGY OF WELDING AND JOINING,3.422,Q1 Q2Q1
Personality Disorders-Theory Research and Treatment,3.421,Q1
ENERGY & FUELS,3.421,Q2 Q2Q2
IEEE TRANSACTIONS ON BROADCASTING,3.419,Q2 Q2Q2
IEEE COMMUNICATIONS LETTERS,3.419,Q2
MOLECULAR MICROBIOLOGY,3.418,Q2 Q2Q2
HISTOCHEMISTRY AND CELL BIOLOGY,3.418,Q1 Q3Q1
ACS Earth and Space Chemistry,3.418,Q1 Q2Q1
ACTA DIABETOLOGICA,3.418,Q2
ONCOLOGY REPORTS,3.417,Q2
MACROMOLECULAR BIOSCIENCE,3.416,Q1 Q2Q2Q1
Journal of Hospitality and Tourism Management,3.415,Q2 Q2Q2
EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS,3.414,Q1 Q1Q1
MICROSCOPY AND MICROANALYSIS,3.414,Q1 Q2Q1
Strategic Organization,3.413,Q2 Q2Q2
IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES,3.413,Q2
BIOCHIMIE,3.413,Q2
CHROMOSOME RESEARCH,3.413,Q2 Q2Q2
OBESITY SURGERY,3.412,Q1
ORGANIC & BIOMOLECULAR CHEMISTRY,3.412,Q1
AMERICAN JOURNAL OF NEPHROLOGY,3.411,Q1
BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES,3.411,Q2 Q2Q2
LANGUAGE LEARNING,3.408,Q1 Q1Q1
Journal of Computational Design and Engineering,3.408,Q1 Q2Q1
Journal of Geophysical Research-Biogeosciences,3.408,Q1 Q2Q1
MATERIALS CHEMISTRY AND PHYSICS,3.408,Q2
INTERNATIONAL JOURNAL OF REFRACTORY METALS & HARD MATERIALS,3.407,Q1 Q2Q1
SEDIMENTOLOGY,3.405,Q1
JOURNAL OF VASCULAR SURGERY,3.405,Q1 Q2Q1
HIPPOCAMPUS,3.404,Q2
Energy Technology,3.404,Q2
HPB,3.401,Q1 Q2Q1
GEOTEXTILES AND GEOMEMBRANES,3.4,Q1 Q1Q1
Crystallography Reviews,3.4,Q1
IEEE-ACM Transactions on Audio Speech and Language Processing,3.398,Q1 Q1Q2
INTERMETALLICS,3.398,Q1 Q2Q2Q1
GENES BRAIN AND BEHAVIOR,3.397,Q1 Q1Q2
JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,3.397,Q2
Clinical Implant Dentistry and Related Research,3.396,Q1
Journal of Geriatric Physical Therapy,3.396,Q1 Q2Q1
SEXUALLY TRANSMITTED INFECTIONS,3.396,Q2
Crop Journal,3.395,Q1 Q1Q1
AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,3.393,Q1 Q2Q1Q2Q1
ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,3.391,Q2 Q2Q2
Brain Imaging and Behavior,3.391,Q2
LITHOS,3.39,Q2 Q2Q2
PLANTA,3.39,Q1
Anthropocene,3.39,Q1 Q2Q2Q1
Journal of the European Economic Association,3.388,Q1
Clinical Kidney Journal,3.388,Q1
AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,3.387,Q2 Q2Q2
DEVELOPMENT AND PSYCHOPATHOLOGY,3.385,Q1
LANDSCAPE ECOLOGY,3.385,Q1 Q1Q2Q1
Journal of Manufacturing Technology Management,3.385,Q2 Q2Q2Q2
TRANSPORTATION SCIENCE,3.384,Q2 Q2Q2Q2
ChemNanoMat,3.384,Q2 Q2Q2Q3
EXPERIMENTAL CELL RESEARCH,3.383,Q2 Q3Q2
Expert Opinion On Drug Safety,3.383,Q2
Transport Policy,3.382,Q1 Q1Q2
Journal of Trauma and Acute Care Surgery,3.381,Q1 Q2Q1
AMERICAN JOURNAL OF NEURORADIOLOGY,3.381,Q1 Q2Q2Q1
ACS Combinatorial Science,3.381,Q1 Q1Q2Q2
JOURNAL OF DRUG TARGETING,3.38,Q2
CLINICAL ENDOCRINOLOGY,3.38,Q2
Molecular Diagnosis & Therapy,3.38,Q2 Q2Q2
NPJ Microgravity,3.38,Q2
Journal of Building Engineering,3.379,Q1 Q1Q1
MUTAGENESIS,3.379,Q2 Q2Q2
ARCHAEA-AN INTERNATIONAL MICROBIOLOGICAL JOURNAL,3.379,Q2
European Thyroid Journal,3.378,Q2
PLATELETS,3.378,Q2 Q3Q2
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3.377,Q1 Q2Q1Q1
EXPERIMENTAL GERONTOLOGY,3.376,Q2
JOURNAL OF GENERAL VIROLOGY,3.376,Q2 Q2Q2
Comunicar,3.375,Q1 Q1Q1
Journal of Research on Educational Effectiveness,3.375,Q1
Regulation & Governance,3.375,Q1 Q1Q1Q1
American Journal of Translational Research,3.375,Q2 Q2Q2
IEEE Transactions on Human-Machine Systems,3.374,Q2 Q2Q2
CTS-Clinical and Translational Science,3.373,Q2
SPE JOURNAL,3.372,Q1
Journal of the Mechanical Behavior of Biomedical Materials,3.372,Q2 Q2Q2
STANFORD LAW REVIEW,3.37,Q1
COMPUTERS & MATHEMATICS WITH APPLICATIONS,3.37,Q1
HEALTH TECHNOLOGY ASSESSMENT,3.37,Q1
OIKOS,3.37,Q1
Beneficial Microbes,3.37,Q2 Q2Q2
BRAIN RESEARCH BULLETIN,3.37,Q2
International Journal of Transgenderism,3.369,Q1 Q1Q1Q1Q1Q1
EXPERIMENTAL DERMATOLOGY,3.368,Q1
CLINICAL IMMUNOLOGY,3.368,Q3
Frontiers in Physiology,3.367,Q1
Advances in Clinical Chemistry,3.367,Q1
JOURNAL OF NUCLEAR CARDIOLOGY,3.366,Q1 Q2Q1
Movement Ecology,3.365,Q1
Frontiers in Nutrition,3.365,Q2
MEASUREMENT,3.364,Q1 Q1Q1
CHEMICAL GEOLOGY,3.363,Q2
IEEE Intelligent Transportation Systems Magazine,3.363,Q2 Q2Q2
ACTA OPHTHALMOLOGICA,3.362,Q1
Nutrition Journal,3.359,Q2
Health Reports,3.358,Q1 Q1Q1
REVIEWS IN THE NEUROSCIENCES,3.358,Q2
VETERINARY RESEARCH,3.357,Q1
International Journal of Surgery,3.357,Q1
JOURNAL OF LABOR ECONOMICS,3.356,Q1 Q1Q1
SURGERY,3.356,Q1
MICROBIAL ECOLOGY,3.356,Q1 Q2Q1Q2
Food and Bioprocess Technology,3.356,Q2
CNS SPECTRUMS,3.356,Q2 Q2Q2
Environmental Technology & Innovation,3.356,Q2 Q2Q2Q2
MICHIGAN LAW REVIEW,3.353,Q1
Travel Behaviour and Society,3.352,Q2
INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,3.352,Q2
JOURNAL OF GEOCHEMICAL EXPLORATION,3.352,Q2
Industry and Innovation,3.351,Q1 Q1Q2
PSYCHIATRY AND CLINICAL NEUROSCIENCES,3.351,Q2 Q2Q2Q2
Human Genomics,3.351,Q2
JOURNAL OF RHEUMATOLOGY,3.35,Q2
CHEMICAL ENGINEERING RESEARCH & DESIGN,3.35,Q2
TOXICOLOGY AND APPLIED PHARMACOLOGY,3.347,Q2 Q2Q2
Epilepsy Currents,3.345,Q2
Soil,3.343,Q2
IET Control Theory and Applications,3.343,Q1 Q2Q2Q1
Artificial Cells Nanomedicine and Biotechnology,3.343,Q2 Q2Q2Q3
Advances in Applied Microbiology,3.343,Q2 Q2Q2
JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,3.342,Q1 Q1Q1
CELL TRANSPLANTATION,3.341,Q2 Q3Q2Q2
IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,3.34,Q1 Q2Q1
Current Treatment Options in Neurology,3.34,Q2
DNA REPAIR,3.339,Q2 Q2Q2
HYDROMETALLURGY,3.338,Q1
Sport Management Review,3.337,Q2 Q2Q2
OncoTargets and Therapy,3.337,Q2 Q2Q2
Physical Review Materials,3.337,Q2
Kidney International Reports,3.336,Q1
CURRENT OPINION IN ONCOLOGY,3.336,Q2
Molecular BioSystems,3.336,Q2
SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,3.335,Q1 Q2Q1
BRITISH JOURNAL OF NUTRITION,3.334,Q2
Journal of Mixed Methods Research,3.333,Q1
British Accounting Review,3.333,Q1
ORGANIZATION & ENVIRONMENT,3.333,Q2 Q2Q2
JOURNAL OF DAIRY SCIENCE,3.333,Q1 Q1Q2
European Review of Social Psychology,3.333,Q1
JOURNAL OF FLUID MECHANICS,3.333,Q1 Q1Q1
Geomatics Natural Hazards & Risk,3.333,Q1 Q1Q2Q1
REACTIVE & FUNCTIONAL POLYMERS,3.333,Q1 Q2Q2Q1
COMMENTS ON INORGANIC CHEMISTRY,3.333,Q1
Brain Sciences,3.332,Q2
Waves in Random and Complex Media,3.33,Q1
INDUSTRIAL MANAGEMENT & DATA SYSTEMS,3.329,Q2 Q2Q2
Population Health Metrics,3.328,Q1
TRANSFUSION MEDICINE REVIEWS,3.328,Q2
Journal of Immunology Research,3.327,Q3
International Journal of Logistics Management,3.325,Q2
APPLIED INTELLIGENCE,3.325,Q2
ANNALS OF BIOMEDICAL ENGINEERING,3.324,Q2
LEARNING AND INSTRUCTION,3.323,Q1 Q1Q1
Molecular Systems Design & Engineering,3.323,Q2 Q2Q2Q3
BIOLOGY OF REPRODUCTION,3.322,Q1
RESPIRATION,3.322,Q2
CLINICAL AND EXPERIMENTAL RHEUMATOLOGY,3.319,Q2
JOURNAL OF PHYSICAL OCEANOGRAPHY,3.318,Q1
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,3.318,Q2
European Research on Management and Business Economics,3.317,Q1 Q2Q1Q2
MEDICAL PHYSICS,3.317,Q1
ANNALEN DER PHYSIK,3.317,Q1
IEEE-ACM TRANSACTIONS ON NETWORKING,3.315,Q1 Q1Q1Q2Q2
DIABETES-METABOLISM RESEARCH AND REVIEWS,3.314,Q2
SKIN PHARMACOLOGY AND PHYSIOLOGY,3.314,Q1 Q1Q2
DNA AND CELL BIOLOGY,3.314,Q2 Q2Q3Q2
CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,3.313,Q1 Q2Q1
PALEOCEANOGRAPHY,3.313,Q1 Q1Q1Q1
REGIONAL STUDIES,3.312,Q1 Q1Q2Q1Q1
MECHANISM AND MACHINE THEORY,3.312,Q1
INFORMATICA,3.312,Q1 Q2Q1
R Journal,3.312,Q1 Q2Q1
Journal of Cardiovascular Translational Research,3.312,Q2 Q2Q2
NITRIC OXIDE-BIOLOGY AND CHEMISTRY,3.311,Q2 Q2Q3
ORGANIC ELECTRONICS,3.31,Q2 Q2Q2
ADVANCES IN CHRONIC KIDNEY DISEASE,3.306,Q1
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY,3.306,Q2
FUZZY SETS AND SYSTEMS,3.305,Q1 Q1Q1Q1
MENOPAUSE-THE JOURNAL OF THE NORTH AMERICAN MENOPAUSE SOCIETY,3.305,Q1
BASIN RESEARCH,3.304,Q1
Journal of Gynecologic Oncology,3.304,Q1 Q1Q2
Science China-Information Sciences,3.304,Q2 Q2Q2
Journal of Clinical Medicine,3.303,Q1
Annals of the American Association of Geographers,3.302,Q1
PLANT MOLECULAR BIOLOGY,3.302,Q1 Q2Q1
JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,3.301,Q1 Q2Q1
Information and Organization,3.3,Q1 Q1Q2
NEUROINFORMATICS,3.3,Q2 Q2Q2
PLANT AND SOIL,3.299,Q1 Q1Q1Q2
Brain Structure & Function,3.298,Q1 Q1Q2
Frontiers of Medicine,3.297,Q2 Q2Q2
Annals of Translational Medicine,3.297,Q2 Q2Q2
Journal of Cancer Survivorship,3.296,Q1 Q3Q1
COGNITION,3.294,Q1
Sustainable Chemistry and Pharmacy,3.294,Q2 Q2Q2Q3
Food Engineering Reviews,3.294,Q2
CURRENT ANTHROPOLOGY,3.293,Q1
Journal of Sexual Medicine,3.293,Q2
Frontiers in Systems Neuroscience,3.293,Q2
JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA,3.293,Q2 Q2Q3Q2
Frontiers in Neuroanatomy,3.292,Q1 Q1Q2
ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,3.292,Q2 Q2Q2Q2
EUROPEAN JOURNAL OF CLINICAL NUTRITION,3.291,Q2
HEALTH & PLACE,3.29,Q1 Q1Q1
JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY,3.289,Q1 Q1Q1
JOURNAL OF ECONOMIC GEOGRAPHY,3.289,Q1 Q1Q1
EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE,3.288,Q2 Q2Q2
Influenza and Other Respiratory Viruses,3.288,Q2 Q2Q2
NEW JOURNAL OF CHEMISTRY,3.288,Q2
GERONTOLOGIST,3.286,Q1
Current Pollution Reports,3.286,Q1 Q2Q1
Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,3.286,Q2
SYNTHETIC METALS,3.286,Q1 Q2Q2Q1
Green Chemistry Letters and Reviews,3.286,Q2 Q2Q3
Current Molecular Pharmacology,3.283,Q2 Q2Q2
JOURNAL OF LUMINESCENCE,3.28,Q1
Journal of Diabetes,3.28,Q2
Cancer Genomics & Proteomics,3.28,Q2 Q2Q3
PROSTATE,3.279,Q2 Q2Q2
JOURNAL OF BUSINESS AND PSYCHOLOGY,3.278,Q1 Q2Q1
IMMUNOLOGY LETTERS,3.276,Q3
ACM Transactions on Multimedia Computing Communications and Applications,3.275,Q1 Q2Q1Q1
POLYMER TESTING,3.275,Q1 Q1Q1
DEVELOPMENTAL DYNAMICS,3.275,Q1 Q1Q2
GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS,3.275,Q2
SENSORS,3.275,Q1 Q2Q2Q1
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,3.275,Q2
NEUROTOXICOLOGY AND TERATOLOGY,3.274,Q2 Q2Q2
Gut Pathogens,3.274,Q2 Q2Q2
ENVIRONMENT AND URBANIZATION,3.273,Q1 Q2Q1
BIOINORGANIC CHEMISTRY AND APPLICATIONS,3.273,Q1 Q2Q1Q1
LGBT Health,3.272,Q1 Q1Q1
JOURNAL OF HOSPITAL INFECTION,3.271,Q1 Q2Q1
Toxics,3.271,Q2 Q2Q2
BIOLOGICAL CHEMISTRY,3.27,Q2
Journal of Intelligent Transportation Systems,3.269,Q2 Q2Q2
JOURNAL OF NEURO-ONCOLOGY,3.267,Q2 Q2Q3
Biology of Sex Differences,3.267,Q2 Q2Q2
MOLECULES,3.267,Q2 Q2Q2
POLITICAL PSYCHOLOGY,3.265,Q1 Q1Q1
Pharmacogenomics & Personalized Medicine,3.264,Q2
CURRENT PROBLEMS IN CANCER,3.264,Q3
Journal of Anthropological Sciences,3.263,Q1
EUROPEAN JOURNAL OF PHARMACOLOGY,3.263,Q2
Transplantation Reviews,3.262,Q2 Q3Q2
GEORGETOWN LAW JOURNAL,3.26,Q1
Frontiers in Genetics,3.26,Q2
JOURNAL OF GENE MEDICINE,3.258,Q2 Q2Q2Q2
Endocrinology and Metabolism,3.257,Q2
HYDROLOGICAL PROCESSES,3.256,Q1
EXCEPTIONAL CHILDREN,3.255,Q1 Q1Q1
SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,3.255,Q1
JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY,3.255,Q1 Q2Q2Q2Q1
PATTERN RECOGNITION LETTERS,3.255,Q2
PROTEOMICS,3.254,Q2 Q2Q2
Pain Physician,3.251,Q2 Q2Q2
BEHAVIOR ANALYST,3.25,Q1
Lithosphere,3.248,Q1 Q2Q1
World Journal of Diabetes,3.247,Q2
JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,3.246,Q1 Q2Q1
Current Opinion in Allergy and Clinical Immunology,3.246,Q3 Q3Q3
JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY,3.245,Q2 Q2Q2
Clinical Colorectal Cancer,3.245,Q3
RHEUMATIC DISEASE CLINICS OF NORTH AMERICA,3.244,Q2
IUBMB LIFE,3.244,Q2 Q2Q3
BEHAVIOR THERAPY,3.243,Q1 Q2Q1
ANNALS OF MEDICINE,3.243,Q1
JOURNAL OF DENTISTRY,3.242,Q1
BMC BIOINFORMATICS,3.242,Q1 Q2Q2Q1
PHARMACEUTICAL RESEARCH,3.242,Q2 Q2Q2
Science China-Earth Sciences,3.242,Q1
VIROLOGICA SINICA,3.242,Q2
JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,3.241,Q1
Journal of Numerical Mathematics,3.24,Q1 Q1Q1
Biosensors-Basel,3.24,Q2
BRITISH JOURNAL OF PSYCHOLOGY,3.239,Q1
International Journal of Health Geographics,3.239,Q1 Q1Q1
INFLAMMOPHARMACOLOGY,3.238,Q2 Q3Q2
Environmental Science-Processes & Impacts,3.238,Q2 Q2Q2
Reproductive Biology and Endocrinology,3.235,Q2 Q3Q2
ENDOCRINE,3.235,Q3
PHYTOPATHOLOGY,3.234,Q1
OPTICS AND LASER TECHNOLOGY,3.233,Q1 Q1Q2
AMERICAN JOURNAL OF SOCIOLOGY,3.232,Q1
SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,3.232,Q1
DRUG METABOLISM AND DISPOSITION,3.231,Q2
npj Primary Care Respiratory Medicine,3.231,Q1 Q1Q2
ORGANIC GEOCHEMISTRY,3.231,Q2
SEMINARS IN PERINATOLOGY,3.231,Q1 Q1Q1
World Journal of Stem Cells,3.231,Q3 Q3Q3
Mitigation and Adaptation Strategies for Global Change,3.23,Q2
INTERNATIONAL JOURNAL OF CARDIOLOGY,3.229,Q2
MARINE POLICY,3.228,Q1 Q2Q1
European Physical Journal Plus,3.228,Q1
Patient-Patient Centered Outcomes Research,3.226,Q1 Q1Q1
Quantitative Imaging in Medicine and Surgery,3.226,Q2
AQUACULTURE,3.225,Q1 Q1Q1
CURRENT OPINION IN GASTROENTEROLOGY,3.225,Q3
SYSTEMATIC AND APPLIED MICROBIOLOGY,3.224,Q2 Q2Q2
EXPERT OPINION ON BIOLOGICAL THERAPY,3.224,Q2 Q2Q2
NMR IN BIOMEDICINE,3.221,Q1 Q2Q2Q1
Engineering Science and Technology-An International Journal-JESTECH,3.219,Q2
NEW TECHNOLOGY WORK AND EMPLOYMENT,3.219,Q1 Q1Q2
REPRODUCTIVE BIOMEDICINE ONLINE,3.218,Q1 Q1Q2
CURRENT TOPICS IN MEDICINAL CHEMISTRY,3.218,Q2
WORLD JOURNAL OF UROLOGY,3.217,Q2
Economics of Energy & Environmental Policy,3.217,Q1 Q1Q2
RESEARCH IN MICROBIOLOGY,3.217,Q2
ADVANCED ENGINEERING MATERIALS,3.217,Q2
PHOTOSYNTHESIS RESEARCH,3.216,Q1
Drug Design Development and Therapy,3.216,Q2 Q2Q2
Structural Dynamics-US,3.216,Q1 Q2Q1
UNIVERSITY OF CHICAGO LAW REVIEW,3.215,Q1
BIOSYSTEMS ENGINEERING,3.215,Q1 Q2Q1
OCEAN MODELLING,3.215,Q1 Q2Q1
Review of International Organizations,3.214,Q1 Q1Q1Q1
CLINICAL NEUROPHYSIOLOGY,3.214,Q2 Q2Q2
INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES,3.213,Q1
JOURNAL OF INORGANIC BIOCHEMISTRY,3.212,Q1 Q2Q1
MEDICAL CARE RESEARCH AND REVIEW,3.212,Q1 Q1Q1
INFLAMMATION,3.212,Q3 Q3Q3
ELECTRIC POWER SYSTEMS RESEARCH,3.211,Q2
Nutrition & Metabolism,3.211,Q2
MEDICAL CARE,3.21,Q1 Q1Q1Q2
ANIMAL CONSERVATION,3.21,Q1 Q1Q2
IEEE INTELLIGENT SYSTEMS,3.21,Q2 Q2Q2
JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS,3.209,Q2 Q2Q2
REPRODUCTION,3.206,Q2 Q2Q2
MATERIALS LETTERS,3.204,Q2 Q2Q2
INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,3.202,Q2
INFECTION AND IMMUNITY,3.201,Q2 Q3Q2
ARCHIVUM IMMUNOLOGIAE ET THERAPIAE EXPERIMENTALIS,3.2,Q3
COMPARATIVE POLITICAL STUDIES,3.197,Q1
Journal of Insects as Food and Feed,3.197,Q1 Q1Q2
EDUCATIONAL EVALUATION AND POLICY ANALYSIS,3.196,Q1
Journal of Services Marketing,3.195,Q2
JOURNAL OF THE ATMOSPHERIC SCIENCES,3.194,Q2
PLASMA SOURCES SCIENCE & TECHNOLOGY,3.193,Q1
CONTROL ENGINEERING PRACTICE,3.193,Q2 Q2Q2
FEMS YEAST RESEARCH,3.193,Q2 Q2Q2Q2
DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY,3.192,Q1 Q1Q3Q1
PSYCHOTHERAPY,3.191,Q1
Spine Journal,3.191,Q1 Q2Q1
AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,3.191,Q2 Q2Q2
ICES JOURNAL OF MARINE SCIENCE,3.188,Q1 Q1Q1Q1
APPLIED SOIL ECOLOGY,3.187,Q2
Advances in Insect Physiology,3.185,Q1
CHEMICAL RESEARCH IN TOXICOLOGY,3.184,Q2 Q2Q2Q2
Mine Water and the Environment,3.184,Q1
Clinical Neuroradiology,3.183,Q2 Q2Q2
BMJ Open Diabetes Research & Care,3.183,Q3
JOURNAL OF ENERGY RESOURCES TECHNOLOGY-TRANSACTIONS OF THE ASME,3.183,Q3
Semantic Web,3.182,Q1 Q2Q2Q1
PUBLIC HEALTH NUTRITION,3.182,Q2 Q2Q2
MOLECULAR AND CELLULAR NEUROSCIENCE,3.182,Q2
Journalism,3.179,Q1
KOREAN JOURNAL OF RADIOLOGY,3.179,Q2
Diabetes Therapy,3.179,Q3
TRANSPLANT INTERNATIONAL,3.177,Q1 Q1Q2
EMOTION,3.177,Q1
IEEE TRANSACTIONS ON RELIABILITY,3.177,Q1 Q1Q1Q2
PLACENTA,3.177,Q1 Q2Q1Q2
Annual Review of Anthropology,3.175,Q1
Industrial and Organizational Psychology-Perspectives on Science and Practice,3.174,Q1
Biomedical Materials,3.174,Q2 Q2Q3
INFLAMMATION RESEARCH,3.174,Q3 Q3Q3
Emergencias,3.173,Q1
IEEE MICRO,3.172,Q1 Q1Q1
WORK EMPLOYMENT AND SOCIETY,3.171,Q1 Q1Q1Q1
Neural Regeneration Research,3.171,Q2 Q3Q2
Fractional Calculus and Applied Analysis,3.17,Q1 Q1Q1Q1
FOREST ECOLOGY AND MANAGEMENT,3.17,Q1
POLITICAL BEHAVIOR,3.169,Q1
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,3.169,Q1
JOURNAL OF PHYSICS D-APPLIED PHYSICS,3.169,Q2
ENDOCRINE PATHOLOGY,3.168,Q2 Q3Q2
BMB Reports,3.167,Q3
KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,3.166,Q1 Q1Q1Q1
HUMAN FACTORS,3.165,Q1 Q1Q2Q1Q1Q1
CLINICAL JOURNAL OF SPORT MEDICINE,3.165,Q1 Q1Q2Q1
HEPATOLOGY RESEARCH,3.165,Q3
DERMATOLOGIC CLINICS,3.164,Q1
Mycotoxin Research,3.164,Q2 Q2Q2
INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,3.163,Q1 Q2Q1Q1
Rice Science,3.162,Q1 Q1Q1
Mobile DNA,3.161,Q2
Tourism Geographies,3.159,Q2
PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY,3.158,Q2
NEW POLITICAL ECONOMY,3.157,Q1 Q1Q1Q1
EMPIRICAL SOFTWARE ENGINEERING,3.156,Q1
COMPUTER-AIDED DESIGN,3.156,Q1
BASIC AND APPLIED ECOLOGY,3.156,Q2
Frontiers in Neural Circuits,3.156,Q2
CHINESE JOURNAL OF POLYMER SCIENCE,3.154,Q1
IEEE Transactions on Signal and Information Processing over Networks,3.153,Q2 Q2Q2
STEM CELLS AND DEVELOPMENT,3.153,Q2 Q3Q2Q2Q2
Maritime Policy & Management,3.152,Q2
ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,3.152,Q2 Q2Q2
AMERICAN JOURNAL OF SCIENCE,3.15,Q1
BMC CANCER,3.15,Q3
SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,3.149,Q1
JPAD-Journal of Prevention of Alzheimers Disease,3.149,Q2
AIDS AND BEHAVIOR,3.147,Q1 Q1Q1
